DATA;ANO;TRIMESTRE;MES;DIRECAO;CONSIGNEE;CONSIGNEE_CNPJ;CONSIGNEE_TYPE;Classificacao Forwarder;FORWARDER;FORWARDER_CNPJ;FORWARDER_TYPE;Classificacao Notify;NOTIFY;NOTIFY_CNPJ;NOTIFY_RAIZ_CNPJ;NOTIFY_TYPE;SHIPPER;SHIPPER_CNPJ;SHIPPER_TYPE;CARRIER;MERCADORIA_NCM2;MERCADORIA_NCM4;CONTAINER;ORIGEM_TRADELANE;ORIGEM_COUNTRY;ORIGEM_PORTO;DESTINO_TRADELANE;DESTINO_COUNTRY;DESTINO_PORTO;TEUS;Negocios Com Craft 12M
05/01/2025;2025;3;MAI;EXPO;Correia;78.469.351/0001-33;AGENTE;Z;Costa;96.301.524/0001-91;AGENTE;BCO;Vasconcelos;29.763.401/0001-85;29.763.401;FORNECEDOR;Guerra;24.893.765/0001-66;FORNECEDOR;MSC;66 - DESCRIÇÃO NCM2;6629 - DESCRIÇÃO NCM4;REF;OCEANIA;EUA;TAIPEI;ASIA;URUGUAI;ITAJAI;3.91;SIM
14/04/2025;2025;1;FEV;IMPO;Novais;06.123.978/0001-27;REAL DONO;Teixeira;Martins;76.150.329/0001-09;AGENTE;das Neves;das Neves;46.213.057/0001-70;46.213.057;AGENTE;Araújo e Filhos;31.048.957/0001-31;REAL DONO;MAERSK LINE;1 - DESCRIÇÃO NCM2;131 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;TAIWAN;TAIPEI;AMERICA DO NORTE;ALEMANHA;RIO DE JANEIRO;2.11;NAO
30/01/2025;2025;4;NOV;IMPO;Lima da Cunha Ltda.;84.029.537/0001-74;AGENTE;da Luz;Lima;48.091.253/0001-44;NVOCC;BCO;Macedo;69.043.218/0001-20;69.043.218;AGENTE;Lopes Duarte - ME;19.687.045/0001-04;FORNECEDOR;EVERGREEN;52 - DESCRIÇÃO NCM2;5215 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;TAIWAN;SHANGHAI;ECSA;ALEMANHA;ITAJAI;1.91;NAO
26/05/2024;2024;1;JUN;EXPO;Campos;59.046.781/0001-06;FORNECEDOR;Ferreira S.A.;Santos;57.310.284/0001-30;FORWARDER;Mendes;Mendes;86.541.307/0001-15;86.541.307;AGENTE;Costela Barros Ltda.;16.709.538/0001-00;REAL DONO;CMA CGM;28 - DESCRIÇÃO NCM2;2879 - DESCRIÇÃO NCM4;ISO;EUROPA;CHINA;TOKYO;ASIA;EUA;RIO DE JANEIRO;2.69;SIM
10/09/2024;2024;3;NOV;EXPO;Brito;92.571.634/0001-12;FORNECEDOR;Macedo Ltda.;Melo;39.608.247/0001-20;FORWARDER;Peixoto;Peixoto;07.326.194/0001-69;7.326.194;FORNECEDOR;Barbosa;93.052.716/0001-13;FORNECEDOR;HAPAG-LLOYD;86 - DESCRIÇÃO NCM2;8647 - DESCRIÇÃO NCM4;ISO;OCEANIA;COREIA DO SUL;SHANGHAI;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;2.2;SIM
19/05/2024;2024;1;FEV;EXPO;da Luz;04.317.926/0001-66;FORNECEDOR;Almeida - EI;Campos;56.892.471/0001-06;FORWARDER;Moreira Ltda.;Moreira Ltda.;74.591.326/0001-77;74.591.326;REAL DONO;Siqueira;17.834.095/0001-41;FORNECEDOR;MSC;40 - DESCRIÇÃO NCM2;4088 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;ALEMANHA;NINGBO;ASIA;EUA;MONTEVIDEU;1.9;SIM
31/03/2024;2024;3;JUL;EXPO;Ribeiro;80.594.726/0001-39;FORNECEDOR;da Rosa Ltda.;Cavalcanti;57.019.836/0001-55;NVOCC;da Luz;da Luz;79.485.261/0001-07;79.485.261;AGENTE;Cunha Vasconcelos S/A;41.987.536/0001-20;REAL DONO;CMA CGM;49 - DESCRIÇÃO NCM2;4993 - DESCRIÇÃO NCM4;FR;OCEANIA;EUA;NINGBO;ECSA;ALEMANHA;ITAJAI;1.75;NAO
11/06/2024;2024;4;JUN;IMPO;Martins;16.794.832/0001-67;FORNECEDOR;Fernandes;Camargo;01.362.795/0001-40;NVOCC;Mendes;Mendes;13.802.469/0001-96;13.802.469;REAL DONO;Nascimento Ribeiro - EI;20.493.817/0001-56;FORNECEDOR;MSC;28 - DESCRIÇÃO NCM2;2883 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;EUA;BUSAN;ECSA;EUA;SANTOS;3.0;SIM
11/05/2025;2025;2;AGO;IMPO;Nogueira;97.263.014/0001-30;FORNECEDOR;Silva - EI;Lima - ME;72.316.905/0001-86;FORWARDER;Dias;Dias;91.078.425/0001-79;91.078.425;REAL DONO;Porto;03.259.746/0001-02;FORNECEDOR;MAERSK LINE;88 - DESCRIÇÃO NCM2;8839 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;ITALIA;NINGBO;ASIA;BRAZIL;ITAJAI;4.1;SIM
04/12/2024;2024;3;DEZ;EXPO;Viana Fogaça S.A.;96.417.830/0001-98;FORNECEDOR;Montenegro Mendes - EI;Rezende Fonseca - ME;20.643.517/0001-06;NVOCC;Silveira S.A.;Silveira S.A.;17.693.042/0001-58;17.693.042;FORNECEDOR;Aragão Araújo e Filhos;65.732.041/0001-18;REAL DONO;YANG MING;51 - DESCRIÇÃO NCM2;5178 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;JAPAO;TOKYO;ECSA;ALEMANHA;BUENOS AIRES;4.15;NAO
16/07/2024;2024;2;MAR;EXPO;Albuquerque;97.310.286/0001-43;FORNECEDOR;da Luz Ltda.;da Rocha S/A;71.465.092/0001-23;NVOCC;Novais;Novais;14.723.805/0001-78;14.723.805;REAL DONO;Casa Grande;02.359.687/0001-81;REAL DONO;MSC;69 - DESCRIÇÃO NCM2;6984 - DESCRIÇÃO NCM4;FR;OCEANIA;COREIA DO SUL;TAIPEI;ASIA;ARGENTINA;RIO DE JANEIRO;1.73;SIM
07/07/2024;2024;3;JUN;IMPO;Jesus - ME;43.907.128/0001-46;AGENTE;Cavalcanti;Albuquerque;08.793.156/0001-89;AGENTE;Siqueira;Siqueira;64.159.320/0001-71;64.159.320;AGENTE;Cardoso;90.863.751/0001-24;FORNECEDOR;CMA CGM;68 - DESCRIÇÃO NCM2;6891 - DESCRIÇÃO NCM4;FR;EUROPA;TAIWAN;NINGBO;EUROPA;ARGENTINA;MONTEVIDEU;1.18;NAO
17/09/2024;2024;2;DEZ;IMPO;Silveira;05.762.893/0001-26;FORNECEDOR;Ferreira;Cunha;41.685.302/0001-28;FORWARDER;Costa - ME;Costa - ME;12.067.389/0001-71;12.067.389;REAL DONO;Silva;92.135.604/0001-63;FORNECEDOR;ONE;88 - DESCRIÇÃO NCM2;8827 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;ITALIA;SHANGHAI;AMERICA DO NORTE;URUGUAI;SANTOS;3.14;NAO
18/03/2024;2024;4;SET;EXPO;Andrade Siqueira S/A;06.753.918/0001-98;FORNECEDOR;Fernandes;Jesus;91.803.465/0001-36;NVOCC;da Rocha;da Rocha;39.147.025/0001-58;39.147.025;FORNECEDOR;Gonçalves Nogueira - EI;19.376.058/0001-62;FORNECEDOR;MSC;44 - DESCRIÇÃO NCM2;4478 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;JAPAO;TAIPEI;ECSA;BRAZIL;RIO DE JANEIRO;2.02;NAO
29/12/2024;2024;2;SET;EXPO;Rezende;16.528.704/0001-71;REAL DONO;Siqueira;Pacheco - EI;58.974.120/0001-70;FORWARDER;Mendes Vieira - EI;Mendes Vieira - EI;81.243.670/0001-30;81.243.670;AGENTE;Fonseca da Mata S.A.;81.264.095/0001-52;FORNECEDOR;HAPAG-LLOYD;77 - DESCRIÇÃO NCM2;7732 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;COREIA DO SUL;BUSAN;EUROPA;EUA;BUENOS AIRES;0.81;SIM
10/08/2024;2024;3;JUN;IMPO;Azevedo;57.204.169/0001-80;AGENTE;Ribeiro S.A.;da Paz;70.856.139/0001-17;AGENTE;Cavalcante;Cavalcante;58.023.746/0001-09;58.023.746;AGENTE;Sampaio;28.365.974/0001-98;FORNECEDOR;MAERSK LINE;31 - DESCRIÇÃO NCM2;3177 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;ALEMANHA;HAMBURGO;EUROPA;EUA;ITAJAI;1.4;NAO
06/03/2025;2025;4;ABR;EXPO;Mendonça;76.215.089/0001-75;FORNECEDOR;Z;Macedo;93.701.428/0001-42;FORWARDER;Machado S/A;Machado S/A;18.924.607/0001-23;18.924.607;FORNECEDOR;da Rocha;47.801.952/0001-78;REAL DONO;MSC;88 - DESCRIÇÃO NCM2;8849 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;EUA;LOS ANGELES;AMERICA DO NORTE;BRAZIL;ITAJAI;2.07;NAO
19/03/2024;2024;2;MAI;EXPO;da Luz;17.420.638/0001-84;FORNECEDOR;Sá Ltda.;da Rocha;69.503.148/0001-45;AGENTE;BCO;Pimenta;04.189.235/0001-24;4.189.235;FORNECEDOR;Silva;75.294.813/0001-30;FORNECEDOR;COSCO;60 - DESCRIÇÃO NCM2;6070 - DESCRIÇÃO NCM4;DRY;OCEANIA;COREIA DO SUL;LOS ANGELES;ECSA;ALEMANHA;RIO DE JANEIRO;3.1;SIM
20/02/2025;2025;2;ABR;IMPO;da Mata;81.634.579/0001-46;FORNECEDOR;Rios;Cavalcanti e Filhos;32.405.976/0001-30;FORWARDER;Pastor;Pastor;78.369.024/0001-00;78.369.024;AGENTE;Almeida;52.386.407/0001-00;FORNECEDOR;COSCO;74 - DESCRIÇÃO NCM2;7487 - DESCRIÇÃO NCM4;ISO;EUROPA;ITALIA;LOS ANGELES;EUROPA;EUA;BUENOS AIRES;2.88;NAO
29/03/2024;2024;2;OUT;EXPO;Castro Ltda.;07.916.328/0001-00;AGENTE;Melo S/A;Leão e Filhos;83.912.647/0001-17;FORWARDER;da Mata S/A;da Mata S/A;52.840.691/0001-35;52.840.691;FORNECEDOR;Ferreira e Filhos;95.164.203/0001-20;FORNECEDOR;HAPAG-LLOYD;38 - DESCRIÇÃO NCM2;389 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;ITALIA;LOS ANGELES;AMERICA DO NORTE;ALEMANHA;SANTOS;2.25;SIM
19/04/2024;2024;3;AGO;EXPO;Pinto;09.624.835/0001-97;FORNECEDOR;Siqueira;Brito;41.970.856/0001-77;FORWARDER;Albuquerque - EI;Albuquerque - EI;61.057.284/0001-47;61.057.284;AGENTE;Moraes S/A;62.714.350/0001-77;FORNECEDOR;YANG MING;26 - DESCRIÇÃO NCM2;263 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;TAIWAN;TOKYO;EUROPA;URUGUAI;ITAJAI;4.74;SIM
24/06/2024;2024;2;OUT;EXPO;das Neves;36.582.409/0001-00;AGENTE;Melo Campos - EI;Gonçalves;54.673.890/0001-21;NVOCC;Fonseca;Fonseca;40.821.739/0001-89;40.821.739;REAL DONO;Peixoto Sá S/A;20.149.368/0001-23;REAL DONO;MSC;98 - DESCRIÇÃO NCM2;9818 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;TAIWAN;BUSAN;EUROPA;EUA;ITAJAI;2.13;SIM
03/03/2025;2025;3;MAR;IMPO;Ribeiro;09.132.847/0001-02;FORNECEDOR;Alves;Pinto;82.174.605/0001-63;FORWARDER;Sá Fonseca - ME;Sá Fonseca - ME;63.271.498/0001-47;63.271.498;REAL DONO;Moraes;48.697.531/0001-01;REAL DONO;COSCO;24 - DESCRIÇÃO NCM2;241 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;JAPAO;TAIPEI;AMERICA DO NORTE;ARGENTINA;RIO DE JANEIRO;1.8;SIM
25/03/2024;2024;3;AGO;IMPO;Nascimento;58.627.190/0001-51;REAL DONO;Albuquerque;Pinto Fernandes - EI;37.850.961/0001-03;AGENTE;Borges;Borges;51.067.348/0001-37;51.067.348;REAL DONO;Melo;85.019.763/0001-37;REAL DONO;COSCO;67 - DESCRIÇÃO NCM2;6799 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;ALEMANHA;TOKYO;AMERICA DO NORTE;URUGUAI;PARANAGUA;0.75;NAO
13/03/2025;2025;2;MAI;EXPO;Marques - EI;24.798.103/0001-07;FORNECEDOR;Casa Grande;Cardoso Marques Ltda.;42.869.310/0001-97;AGENTE;BCO;Porto Campos S.A.;45.028.369/0001-40;45.028.369;REAL DONO;Caldeira S/A;29.705.463/0001-30;FORNECEDOR;YANG MING;90 - DESCRIÇÃO NCM2;9027 - DESCRIÇÃO NCM4;ISO;OCEANIA;TAIWAN;TOKYO;EUROPA;BRAZIL;BUENOS AIRES;2.55;NAO
01/11/2024;2024;1;SET;EXPO;Pacheco;96.285.714/0001-62;REAL DONO;Cirino Ltda.;Nogueira;28.495.710/0001-59;NVOCC;Duarte;Duarte;05.967.843/0001-85;5.967.843;AGENTE;da Cunha Lopes S.A.;83.706.259/0001-80;FORNECEDOR;MAERSK LINE;94 - DESCRIÇÃO NCM2;9427 - DESCRIÇÃO NCM4;DRY;EUROPA;ITALIA;TAIPEI;ASIA;BRAZIL;MONTEVIDEU;2.46;SIM
13/02/2024;2024;1;OUT;IMPO;Vargas - EI;78.614.092/0001-97;AGENTE;Ferreira da Conceição - ME;Silva Souza S.A.;87.912.634/0001-07;AGENTE;BCO;Azevedo Ferreira Ltda.;80.534.197/0001-88;80.534.197;FORNECEDOR;da Mota e Filhos;16.548.327/0001-32;REAL DONO;ONE;5 - DESCRIÇÃO NCM2;536 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;JAPAO;BUSAN;EUROPA;ARGENTINA;PARANAGUA;0.21;SIM
11/08/2025;2025;1;MAI;EXPO;da Conceição;54.638.017/0001-06;AGENTE;Z;Novaes;19.302.874/0001-21;AGENTE;Barros;Barros;59.286.730/0001-43;59.286.730;REAL DONO;da Luz;68.037.594/0001-49;FORNECEDOR;COSCO;58 - DESCRIÇÃO NCM2;5827 - DESCRIÇÃO NCM4;ISO;OCEANIA;ITALIA;LOS ANGELES;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;0.53;NAO
14/02/2025;2025;2;MAI;EXPO;Albuquerque - EI;17.498.623/0001-39;REAL DONO;da Mota;da Mota;31.629.840/0001-41;AGENTE;Fernandes Ltda.;Fernandes Ltda.;36.740.921/0001-38;36.740.921;AGENTE;Vargas Novais - EI;96.170.352/0001-64;FORNECEDOR;CMA CGM;84 - DESCRIÇÃO NCM2;8454 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;CHINA;TOKYO;AMERICA DO NORTE;EUA;RIO DE JANEIRO;1.11;NAO
13/12/2024;2024;2;OUT;EXPO;da Costa;73.906.518/0001-62;REAL DONO;Moreira - EI;Pacheco S/A;38.290.416/0001-64;NVOCC;da Rocha;da Rocha;09.615.472/0001-23;9.615.472;REAL DONO;da Rosa;02.678.143/0001-82;REAL DONO;YANG MING;95 - DESCRIÇÃO NCM2;9578 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;JAPAO;SHANGHAI;EUROPA;ARGENTINA;MONTEVIDEU;1.79;SIM
28/02/2024;2024;1;FEV;EXPO;Ribeiro Gonçalves - ME;64.589.723/0001-50;AGENTE;Borges;da Paz e Filhos;25.986.431/0001-08;FORWARDER;BCO;Garcia S/A;18.573.042/0001-87;18.573.042;REAL DONO;Novaes;84.605.391/0001-68;FORNECEDOR;MAERSK LINE;93 - DESCRIÇÃO NCM2;9373 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;CHINA;BUSAN;ASIA;BRAZIL;MONTEVIDEU;4.36;SIM
08/06/2024;2024;2;AGO;EXPO;Rios;24.069.731/0001-51;FORNECEDOR;Cirino;Ribeiro;34.619.875/0001-98;FORWARDER;Oliveira Alves S.A.;Oliveira Alves S.A.;29.347.650/0001-90;29.347.650;REAL DONO;Fernandes - EI;91.783.062/0001-72;FORNECEDOR;EVERGREEN;88 - DESCRIÇÃO NCM2;8852 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;ALEMANHA;NINGBO;ASIA;BRAZIL;PARANAGUA;2.66;SIM
01/08/2024;2024;4;JUL;IMPO;Novais S/A;31.648.207/0001-09;FORNECEDOR;Z;Gomes;20.964.571/0001-53;NVOCC;Silveira;Silveira;54.710.328/0001-20;54.710.328;REAL DONO;Melo Aparecida - EI;89.617.354/0001-93;REAL DONO;CMA CGM;93 - DESCRIÇÃO NCM2;9338 - DESCRIÇÃO NCM4;DRY;OCEANIA;ALEMANHA;HAMBURGO;ASIA;URUGUAI;RIO DE JANEIRO;1.48;NAO
07/03/2024;2024;2;ABR;IMPO;Albuquerque;29.746.831/0001-99;FORNECEDOR;Pires e Filhos;Ramos;01.794.358/0001-04;FORWARDER;Teixeira;Teixeira;25.807.634/0001-81;25.807.634;FORNECEDOR;Câmara Martins S/A;57.201.943/0001-08;REAL DONO;CMA CGM;10 - DESCRIÇÃO NCM2;1034 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;JAPAO;HAMBURGO;ASIA;BRAZIL;BUENOS AIRES;3.84;SIM
31/03/2024;2024;4;JUN;IMPO;Cirino - ME;41.759.826/0001-16;REAL DONO;Rios;da Cunha Ltda.;49.516.203/0001-24;NVOCC;Silveira;Silveira;75.096.214/0001-02;75.096.214;FORNECEDOR;Barros;80.234.169/0001-45;FORNECEDOR;EVERGREEN;56 - DESCRIÇÃO NCM2;5672 - DESCRIÇÃO NCM4;OT;OCEANIA;ITALIA;TOKYO;EUROPA;EUA;BUENOS AIRES;1.11;NAO
23/10/2024;2024;1;JUL;IMPO;Lima;74.586.290/0001-33;FORNECEDOR;Z;Freitas S.A.;18.309.742/0001-69;FORWARDER;Pimenta Aragão - EI;Pimenta Aragão - EI;92.104.378/0001-53;92.104.378;REAL DONO;Cardoso;37.420.586/0001-53;FORNECEDOR;MSC;48 - DESCRIÇÃO NCM2;488 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;ITALIA;TOKYO;ECSA;ALEMANHA;SANTOS;1.77;SIM
26/01/2024;2024;4;JAN;EXPO;Vargas Sampaio - EI;89.432.065/0001-10;AGENTE;Farias;Ferreira;96.802.417/0001-47;FORWARDER;Rocha - ME;Rocha - ME;04.793.865/0001-03;4.793.865;AGENTE;da Luz S.A.;92.317.604/0001-84;REAL DONO;MSC;10 - DESCRIÇÃO NCM2;1098 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;JAPAO;BUSAN;AMERICA DO NORTE;ALEMANHA;ITAJAI;2.24;NAO
14/07/2024;2024;2;OUT;EXPO;Moreira S.A.;70.421.358/0001-73;AGENTE;Z;da Mota Ribeiro e Filhos;59.864.217/0001-92;FORWARDER;Moura;Moura;74.103.985/0001-17;74.103.985;REAL DONO;Borges;23.916.758/0001-70;REAL DONO;ONE;9 - DESCRIÇÃO NCM2;948 - DESCRIÇÃO NCM4;ISO;AMERICA DO SUL;ITALIA;SHANGHAI;EUROPA;ARGENTINA;BUENOS AIRES;2.53;SIM
21/11/2024;2024;3;JAN;IMPO;Melo S/A;39.587.240/0001-70;FORNECEDOR;Guerra da Rocha e Filhos;da Cunha Ltda.;21.063.857/0001-20;FORWARDER;Cardoso;Cardoso;52.746.031/0001-90;52.746.031;AGENTE;Lopes S.A.;09.842.517/0001-00;FORNECEDOR;COSCO;40 - DESCRIÇÃO NCM2;406 - DESCRIÇÃO NCM4;DRY;EUROPA;ITALIA;SHANGHAI;AMERICA DO NORTE;URUGUAI;SANTOS;2.19;SIM
29/05/2025;2025;1;JAN;IMPO;da Luz;31.267.048/0001-94;FORNECEDOR;Almeida;da Rosa da Costa - ME;82.654.937/0001-45;AGENTE;Garcia;Garcia;93.608.175/0001-67;93.608.175;FORNECEDOR;Garcia;08.134.675/0001-35;REAL DONO;YANG MING;95 - DESCRIÇÃO NCM2;952 - DESCRIÇÃO NCM4;REF;OCEANIA;ITALIA;HAMBURGO;ASIA;EUA;ITAJAI;2.83;NAO
30/04/2025;2025;1;OUT;EXPO;Melo;69.087.452/0001-59;REAL DONO;Ribeiro;Barros Ltda.;39.862.054/0001-00;FORWARDER;BCO;Marques Viana Ltda.;06.942.175/0001-02;6.942.175;REAL DONO;da Luz Martins - EI;70.314.895/0001-14;REAL DONO;MSC;49 - DESCRIÇÃO NCM2;4917 - DESCRIÇÃO NCM4;DRY;EUROPA;ITALIA;NINGBO;AMERICA DO NORTE;ALEMANHA;ITAJAI;4.7;NAO
19/04/2024;2024;3;MAR;IMPO;Novais Novais e Filhos;28.460.173/0001-01;REAL DONO;Silveira Ltda.;Cassiano;07.219.654/0001-50;FORWARDER;Santos;Santos;10.758.492/0001-32;10.758.492;AGENTE;Silveira Ramos e Filhos;83.520.917/0001-44;FORNECEDOR;COSCO;69 - DESCRIÇÃO NCM2;6971 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;ITALIA;LOS ANGELES;EUROPA;URUGUAI;RIO DE JANEIRO;3.74;SIM
22/09/2024;2024;3;OUT;EXPO;Cardoso;42.803.597/0001-52;REAL DONO;Pacheco;Cunha;63.705.481/0001-50;NVOCC;Santos;Santos;14.703.962/0001-11;14.703.962;AGENTE;da Luz Cavalcante S/A;24.057.198/0001-08;FORNECEDOR;ONE;79 - DESCRIÇÃO NCM2;7964 - DESCRIÇÃO NCM4;OT;EUROPA;TAIWAN;SHANGHAI;ASIA;URUGUAI;MONTEVIDEU;4.77;NAO
10/04/2025;2025;3;ABR;EXPO;das Neves - ME;95.408.761/0001-93;REAL DONO;Souza S.A.;Brito S.A.;78.659.310/0001-00;FORWARDER;Machado Ltda.;Machado Ltda.;32.479.580/0001-38;32.479.580;REAL DONO;Aparecida;69.504.183/0001-89;FORNECEDOR;MAERSK LINE;66 - DESCRIÇÃO NCM2;6650 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;COREIA DO SUL;TOKYO;EUROPA;ALEMANHA;RIO DE JANEIRO;0.52;NAO
19/04/2024;2024;1;MAR;IMPO;Costa Montenegro S.A.;73.109.685/0001-82;FORNECEDOR;Z;Vieira Gomes - EI;31.854.720/0001-48;AGENTE;Lopes Cunha S/A;Lopes Cunha S/A;47.239.185/0001-55;47.239.185;AGENTE;Pacheco;68.327.951/0001-03;FORNECEDOR;MAERSK LINE;94 - DESCRIÇÃO NCM2;9499 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;TAIWAN;LOS ANGELES;ECSA;ARGENTINA;RIO DE JANEIRO;3.71;NAO
24/02/2025;2025;1;JAN;EXPO;Ribeiro;16.429.587/0001-99;AGENTE;Z;Dias;89.654.130/0001-51;NVOCC;Fonseca;Fonseca;90.752.864/0001-52;90.752.864;FORNECEDOR;Macedo S/A;28.604.379/0001-68;REAL DONO;COSCO;43 - DESCRIÇÃO NCM2;4351 - DESCRIÇÃO NCM4;OT;OCEANIA;CHINA;BUSAN;AMERICA DO NORTE;EUA;RIO DE JANEIRO;3.32;NAO
12/04/2024;2024;2;JAN;EXPO;Aragão - ME;13.657.849/0001-84;REAL DONO;Nunes;Vieira S.A.;53.809.627/0001-54;NVOCC;Martins Ltda.;Martins Ltda.;93.685.401/0001-03;93.685.401;FORNECEDOR;Cassiano;35.127.048/0001-40;FORNECEDOR;COSCO;62 - DESCRIÇÃO NCM2;6220 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;ALEMANHA;HAMBURGO;ASIA;BRAZIL;BUENOS AIRES;3.42;SIM
11/12/2024;2024;2;NOV;IMPO;Andrade Farias - ME;05.786.413/0001-67;AGENTE;Z;Ribeiro - ME;47.065.398/0001-08;AGENTE;Rocha;Rocha;45.213.690/0001-03;45.213.690;AGENTE;Vargas Jesus S/A;64.372.895/0001-78;FORNECEDOR;ONE;48 - DESCRIÇÃO NCM2;4835 - DESCRIÇÃO NCM4;FR;EUROPA;ALEMANHA;HAMBURGO;ECSA;BRAZIL;PARANAGUA;3.54;NAO
08/06/2024;2024;3;ABR;IMPO;Rios S.A.;51.209.846/0001-77;FORNECEDOR;Rezende Gonçalves - ME;Souza;30.185.749/0001-11;AGENTE;BCO;das Neves;90.238.176/0001-79;90.238.176;FORNECEDOR;Mendonça;30.924.781/0001-71;REAL DONO;HAPAG-LLOYD;16 - DESCRIÇÃO NCM2;1660 - DESCRIÇÃO NCM4;REF;OCEANIA;TAIWAN;BUSAN;AMERICA DO NORTE;ARGENTINA;MONTEVIDEU;2.84;NAO
28/04/2024;2024;4;ABR;EXPO;Araújo;95.173.026/0001-48;REAL DONO;Z;Ferreira S/A;71.805.326/0001-34;NVOCC;Costa S.A.;Costa S.A.;40.589.721/0001-01;40.589.721;REAL DONO;Duarte;24.018.539/0001-36;REAL DONO;EVERGREEN;5 - DESCRIÇÃO NCM2;535 - DESCRIÇÃO NCM4;DRY;EUROPA;ITALIA;TOKYO;AMERICA DO NORTE;ALEMANHA;BUENOS AIRES;1.37;SIM
14/07/2025;2025;2;FEV;EXPO;Oliveira - ME;83.542.619/0001-55;AGENTE;Marques;Siqueira;04.731.659/0001-79;AGENTE;Castro;Castro;10.572.468/0001-04;10.572.468;REAL DONO;Cavalcanti da Mata e Filhos;83.914.652/0001-69;FORNECEDOR;HAPAG-LLOYD;89 - DESCRIÇÃO NCM2;8994 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;TAIWAN;LOS ANGELES;EUROPA;URUGUAI;MONTEVIDEU;4.09;SIM
03/03/2025;2025;4;JUN;EXPO;Pastor Martins e Filhos;60.794.281/0001-23;FORNECEDOR;Rios S.A.;Cardoso Ramos S/A;95.023.186/0001-00;NVOCC;Gomes S/A;Gomes S/A;53.712.689/0001-43;53.712.689;REAL DONO;Duarte Ltda.;16.853.497/0001-20;FORNECEDOR;MSC;4 - DESCRIÇÃO NCM2;414 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;COREIA DO SUL;TOKYO;ECSA;ALEMANHA;BUENOS AIRES;4.75;SIM
28/04/2025;2025;2;ABR;EXPO;Montenegro;25.980.416/0001-44;REAL DONO;Moreira e Filhos;da Mota;85.976.230/0001-43;FORWARDER;da Cruz;da Cruz;56.218.730/0001-18;56.218.730;FORNECEDOR;Albuquerque;06.759.834/0001-61;FORNECEDOR;ONE;9 - DESCRIÇÃO NCM2;98 - DESCRIÇÃO NCM4;FR;EUROPA;JAPAO;HAMBURGO;EUROPA;EUA;RIO DE JANEIRO;3.58;NAO
01/10/2024;2024;4;MAI;EXPO;Moura;56.314.792/0001-23;AGENTE;Santos Ferreira - EI;Caldeira;93.064.752/0001-05;NVOCC;Sampaio S.A.;Sampaio S.A.;30.216.984/0001-03;30.216.984;AGENTE;Pinto Ltda.;75.392.816/0001-07;REAL DONO;HAPAG-LLOYD;78 - DESCRIÇÃO NCM2;7877 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;COREIA DO SUL;SHANGHAI;EUROPA;URUGUAI;PARANAGUA;3.7;NAO
04/08/2024;2024;3;JAN;EXPO;Cirino S/A;32.190.547/0001-93;FORNECEDOR;das Neves;Souza;40.687.592/0001-86;FORWARDER;BCO;da Luz;36.980.742/0001-78;36.980.742;AGENTE;Câmara;78.512.036/0001-41;REAL DONO;COSCO;78 - DESCRIÇÃO NCM2;7856 - DESCRIÇÃO NCM4;DRY;OCEANIA;EUA;HAMBURGO;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;4.76;SIM
